================ Training Loss (Fri Oct  5 21:23:00 2018) ================
(epoch: 1, iters: 200, time: 0.133, data: 0.457) D_A: 0.202 G_A: 0.303 cycle_A: 0.141 idt_A: 0.021 D_B: 0.199 G_B: 0.281 cycle_B: 0.083 idt_B: 0.024 
(epoch: 1, iters: 400, time: 0.168, data: 0.003) D_A: 0.303 G_A: 0.150 cycle_A: 0.146 idt_A: 0.032 D_B: 0.235 G_B: 0.398 cycle_B: 0.101 idt_B: 0.028 
(epoch: 1, iters: 600, time: 0.139, data: 0.002) D_A: 0.196 G_A: 0.298 cycle_A: 0.141 idt_A: 0.017 D_B: 0.270 G_B: 0.427 cycle_B: 0.069 idt_B: 0.026 
(epoch: 1, iters: 800, time: 0.181, data: 0.004) D_A: 0.229 G_A: 0.333 cycle_A: 0.144 idt_A: 0.024 D_B: 0.252 G_B: 0.372 cycle_B: 0.099 idt_B: 0.033 
(epoch: 1, iters: 1000, time: 0.137, data: 0.003) D_A: 0.236 G_A: 0.182 cycle_A: 0.151 idt_A: 0.025 D_B: 0.253 G_B: 0.397 cycle_B: 0.100 idt_B: 0.032 
(epoch: 1, iters: 1200, time: 0.183, data: 0.003) D_A: 0.214 G_A: 0.401 cycle_A: 0.157 idt_A: 0.024 D_B: 0.208 G_B: 0.272 cycle_B: 0.084 idt_B: 0.024 
(epoch: 1, iters: 1400, time: 0.140, data: 0.002) D_A: 0.219 G_A: 0.483 cycle_A: 0.138 idt_A: 0.029 D_B: 0.240 G_B: 0.338 cycle_B: 0.095 idt_B: 0.022 
(epoch: 1, iters: 1600, time: 0.174, data: 0.002) D_A: 0.227 G_A: 0.185 cycle_A: 0.161 idt_A: 0.021 D_B: 0.219 G_B: 0.439 cycle_B: 0.083 idt_B: 0.028 
(epoch: 1, iters: 1800, time: 0.148, data: 0.002) D_A: 0.167 G_A: 0.485 cycle_A: 0.140 idt_A: 0.030 D_B: 0.215 G_B: 0.368 cycle_B: 0.103 idt_B: 0.035 
(epoch: 1, iters: 2000, time: 0.180, data: 0.002) D_A: 0.155 G_A: 0.425 cycle_A: 0.124 idt_A: 0.027 D_B: 0.209 G_B: 0.392 cycle_B: 0.111 idt_B: 0.021 
(epoch: 1, iters: 2200, time: 0.135, data: 0.003) D_A: 0.213 G_A: 0.403 cycle_A: 0.155 idt_A: 0.027 D_B: 0.222 G_B: 0.352 cycle_B: 0.109 idt_B: 0.027 
(epoch: 1, iters: 2400, time: 0.185, data: 0.002) D_A: 0.238 G_A: 0.320 cycle_A: 0.134 idt_A: 0.024 D_B: 0.250 G_B: 0.393 cycle_B: 0.079 idt_B: 0.022 
(epoch: 1, iters: 2600, time: 0.145, data: 0.002) D_A: 0.209 G_A: 0.232 cycle_A: 0.175 idt_A: 0.024 D_B: 0.246 G_B: 0.256 cycle_B: 0.090 idt_B: 0.039 
(epoch: 1, iters: 2800, time: 0.180, data: 0.002) D_A: 0.210 G_A: 0.226 cycle_A: 0.134 idt_A: 0.021 D_B: 0.189 G_B: 0.346 cycle_B: 0.077 idt_B: 0.022 
(epoch: 1, iters: 3000, time: 0.137, data: 0.002) D_A: 0.208 G_A: 0.222 cycle_A: 0.163 idt_A: 0.024 D_B: 0.217 G_B: 0.298 cycle_B: 0.086 idt_B: 0.030 
(epoch: 1, iters: 3200, time: 0.169, data: 0.002) D_A: 0.210 G_A: 0.232 cycle_A: 0.151 idt_A: 0.026 D_B: 0.212 G_B: 0.291 cycle_B: 0.099 idt_B: 0.033 
